x,y
132,148
114,134
115,134
128,137
118,140
117,139
116,139
116,140
117,139
116,138
114,131
112,130
111,132
110,132
103,125
104,129
109,131
108,131
112,133
110,133
116,131
114,132
118,134
122,134
123,135
124,133
124,136
125,122
124,122
123,124
125,125
139,146
138,132
136,133
139,134
141,137
135,122
140,124
140,127
139,125
147,118
127,130
137,117
145,121
144,130
127,134
126,136
120,133
134,137
136,119
140,122
138,121
125,126
128,125
129,123
129,115
142,116
