x,y
145,108
151,114
161,118
158,117
157,120
153,120
151,133
150,132
150,132
150,131
150,129
150,130
150,130
150,130
149,129
148,128
149,127
147,129
147,130
138,120
89,123
69,131
72,135
70,133
71,133
72,134
72,133
129,126
130,133
113,116
91,130
120,131
119,131
